year_month,artistName,trackName,playCount,totalMsPlayed
2026-03,Shashwat Sachdev,"Main Aur Tu (From ""Dhurandhar The Revenge"")",6,1052722
2026-03,Sneha Khanwalkar,Tain Tain To To,1,239852
2026-03,Sonu Nigam,Meri Zindagi Mein Aaye Ho,1,6121
2026-03,Sonu Nigam,No Entry: Ishq Di Galli Vich,1,368840
2026-03,Sonu Nigam,Pal Pal Har Pal,1,273147
2026-03,Sonu Nigam,Sau Dard,1,330751
2026-03,Sonu Nigam,Tere Bin,1,244152
2026-03,Sudesh Bhosle,Tere Dware Pe Aai Baraat,1,21724
2026-03,Sursediltak Music,Yaari Yaari,1,124540
2026-03,Swanand Kirkire,Restart - Rap 'N' Folk,1,227540
2026-03,Tanishkaa,A Flying Jatt - Title Track,1,276732
2026-03,Udit Narayan,Jaane Kyon Log Pyar,1,289387
2026-03,Udit Narayan,Yun Hi Chala Chal,1,446987
2026-03,Vishal-Shekhar,Falak Tak,1,356180
2026-03,Vishal-Shekhar,Kukkad,1,29797
2026-03,Vishal-Shekhar,Manchala,1,227507
2026-04,Dhanush,Rowdy Baby,1,281440
2026-04,Pritam,Tum Mile,1,146886
2026-04,Pritam,Tum Se Hi,1,321225
2026-04,Sachin-Jigar,Mileya Mileya,1,1686
2026-04,Sachin-Jigar,"Pardesiya - From ""Param Sundari""",1,231739
2026-04,Sajid-Wajid,Chamak Challo Chel Chabeli,1,4143
2026-04,Santhosh Narayanan,Ei Suzhali,1,1266
2026-04,Vijay Antony,Karigalan,1,59818
